,Position,Year,RV
136,QB,2014,-2.1215208190519546
137,QB,2015,3.0193450082369884
138,QB,2016,-0.03497985805284166
139,QB,2017,-0.1615265574810692
140,RB,1990,0.0058054725136615064
141,RB,1991,0.29683696486151034
142,RB,1992,-2.888917142047309
143,RB,1993,-2.055050064015956
144,RB,1994,0.38585759020768656
145,RB,1995,-1.7514323363971607
146,RB,1996,-2.477315542253497
147,RB,1997,-2.557834657563379
148,RB,1998,-1.5373916682395783
149,RB,1999,-4.9427675020864115
150,RB,2000,1.5200770884429256
151,RB,2001,2.9599199034338977
152,RB,2002,-0.12396628674472167
153,RB,2003,-3.1660524117429816
154,RB,2004,1.521973758334934
155,RB,2005,-3.0845602999907293
156,RB,2006,1.1382152152198095
157,RB,2007,-0.5336091886329944
158,RB,2008,-0.22516250200738458
159,RB,2009,-2.7131040488800737
160,RB,2010,-0.5076717823985937
161,RB,2011,-0.7031427476607645
162,RB,2012,-0.9309519813155857
163,RB,2013,3.648111868864975
164,RB,2014,1.024643113343128
165,RB,2015,2.297900082316034
166,RB,2016,0.6226347767106944
167,RB,2017,1.491916256886767
168,ST,1990,5.000131616194149
169,ST,1991,-0.6588719306608213
170,ST,1992,3.3836730195127105
171,ST,1993,-0.6573449512993272
172,ST,1994,6.674888498710925
173,ST,1995,-4.612807813639491
174,ST,1996,-1.5382241221403028
175,ST,1997,-2.185975343786243
176,ST,1999,4.888226071161043
177,ST,2000,8.493981594340944
178,ST,2001,-2.008568635908682
179,ST,2002,-6.891103635963961
180,ST,2003,15.478966298656763
181,ST,2004,1.348696765406487
182,ST,2005,-0.14435496652873042
183,ST,2006,-2.4064517709499835
184,ST,2007,7.110437775370813
185,ST,2008,-9.558752659590587
186,ST,2009,9.857939206712068
187,ST,2010,-2.9941802862403475
188,ST,2011,0.907373157255063
189,ST,2012,2.3678865435270566
190,ST,2013,2.381904363543967
191,ST,2014,-1.5133633725369513
192,ST,2015,-0.46063789099738117
193,ST,2016,-0.657708578640573
194,ST,2017,1.6783612207071013
195,TE,1990,0.6575459389622845
196,TE,1991,-0.7427853446755522
197,TE,1992,-2.1217799446064083
198,TE,1993,-2.6843891083532103
199,TE,1994,-5.334037756150797
200,TE,1995,-4.713453163472438
201,TE,1996,-4.654551595370456
202,TE,1997,-4.9228436159315185
203,TE,1998,-4.207714366021771
204,TE,1999,-0.8322954281344399
205,TE,2000,-2.9760013836197854
206,TE,2001,-5.305509549980302
207,TE,2002,-2.697292196521595
208,TE,2003,-0.28164330531488585
209,TE,2004,-2.087418772640873
210,TE,2005,1.1342136534359883
211,TE,2006,-4.976844902249294
212,TE,2007,0.32522424049107423
213,TE,2008,-4.944930669668492
214,TE,2009,-3.769657578719269
215,TE,2010,-0.9646569836647707
216,TE,2011,-2.6746375448755098
217,TE,2012,-4.831883159838109
218,TE,2013,-1.0264012692439803
219,TE,2014,-6.7253739605222815
220,TE,2015,-1.8823627466586224
221,TE,2016,-1.3996326606005962
222,TE,2017,-1.0284959658546124
223,WR,1990,-0.21539185952918352
224,WR,1991,0.23960114489776727
225,WR,1992,-0.9740059882664682
226,WR,1993,-2.456797757091664
227,WR,1994,-1.2212910013444884
228,WR,1995,-0.9850855669083698
229,WR,1996,-2.3152514661917376
230,WR,1997,-2.782021162957499
231,WR,1998,-0.4744263630238212
232,WR,1999,-1.1418860551862802
233,WR,2000,-4.269017656677775
234,WR,2001,1.2303268504077824
235,WR,2002,-0.36199447547044755
236,WR,2003,-0.8462119603734013
237,WR,2004,-0.1373473822179921
238,WR,2005,-2.76847143712378
239,WR,2006,-3.5257282521214486
240,WR,2007,-0.7660450192071293
241,WR,2008,-0.7593948736462939
242,WR,2009,-0.692449566464383
243,WR,2010,1.4643763761322273
244,WR,2011,-2.637564431911862
245,WR,2012,-1.8818955249321154
246,WR,2013,-0.22778076471122904
247,WR,2014,0.17215595477994763
248,WR,2015,-1.5087127289751594
249,WR,2016,-0.9829128854588327
250,WR,2017,-0.5834836628577484
