,Team,Year,RV
145,CIN,1995,2.4625492365016384
146,CIN,1996,-0.8899784768444532
147,CIN,1997,-4.6116462260828825
148,CIN,1998,2.372665674269771
149,CIN,1999,-1.9613659986115894
150,CIN,2000,-7.1579502031608255
151,CIN,2001,4.616184970125074
152,CIN,2002,-4.626373081027075
153,CIN,2003,1.422212055534118
154,CIN,2004,2.852552410516956
155,CIN,2005,1.85983225971119
156,CIN,2006,0.9599215186400963
157,CIN,2007,-1.5526581334769125
158,CIN,2008,-0.7809590341424917
159,CIN,2009,3.4307807507853165
160,CIN,2010,-3.38867790800127
161,CIN,2011,-2.8975371530645724
162,CIN,2012,1.1398536720370054
163,CIN,2013,-2.094501171856032
164,CIN,2014,0.5052818611864195
165,CIN,2015,-2.793579736294726
166,CIN,2016,-1.2705606822974365
167,CIN,2017,-0.18364792957383883
168,CLE,1999,0.10244411040123906
169,CLE,2000,-0.9029365753007531
170,CLE,2001,-6.519256698011245
171,CLE,2002,7.808459588911298
172,CLE,2003,7.686418255551012
173,CLE,2004,0.8473274945174368
174,CLE,2005,-0.8685001347781405
175,CLE,2006,-3.5854415834026256
176,CLE,2007,-0.8719327526761799
177,CLE,2008,-4.312001097034624
178,CLE,2009,-8.491944250150295
179,CLE,2010,-4.470374468391913
180,CLE,2011,1.7626869489501937
181,CLE,2012,-0.5182523577297817
182,CLE,2013,-5.959904410520346
183,CLE,2014,-5.3759630685675
184,CLE,2015,-1.5117883519214572
185,CLE,2016,-0.3857683698243593
186,CLE,2017,-0.315887023224447
187,PIT,1990,1.8469709745745688
188,PIT,1991,-0.25426838443305994
189,PIT,1992,2.928766780290818
190,PIT,1993,5.652137944482545
191,PIT,1994,-2.0475138716306818
192,PIT,1995,3.2327043473405426
193,PIT,1996,3.489873338865738
194,PIT,1997,-1.350793514759536
195,PIT,1998,2.0821199078909816
196,PIT,1999,0.13028496437531734
197,PIT,2000,-2.277111815589974
198,PIT,2001,0.9589625323401607
199,PIT,2002,7.5368009465948615
200,PIT,2003,0.7406520827462721
201,PIT,2004,0.04225338072335705
202,PIT,2005,-0.20174795261582656
203,PIT,2006,-1.151548998811296
204,PIT,2007,1.218532509497196
205,PIT,2008,-1.6683516760889974
206,PIT,2009,5.636810279288036
207,PIT,2010,4.193670974448698
208,PIT,2011,-2.449516345211902
209,PIT,2012,1.0110821309813984
210,PIT,2013,2.4693210072794134
211,PIT,2014,-0.2967825963699454
212,PIT,2015,-2.344135622726656
213,PIT,2016,0.8539525856409639
214,PIT,2017,0.44243557307392545
215,IND,1990,-1.1219739666456656
216,IND,1991,-4.34264863234874
217,IND,1992,3.596108873059038
218,IND,1993,0.958788547527049
219,IND,1994,-2.806858087228906
220,IND,1995,-4.048947636215447
221,IND,1996,-1.163465785424449
222,IND,1997,2.8605693314196117
223,IND,1998,-0.2332111253956878
224,IND,1999,0.5771329903026619
225,IND,2000,0.8940406829908575
226,IND,2001,4.092191280426415
227,IND,2002,1.2996694326450284
228,IND,2003,5.287547216316829
229,IND,2004,0.18590266494826907
230,IND,2005,-1.8291957280092632
231,IND,2006,6.065234039501765
232,IND,2007,-4.163216561033709
233,IND,2008,4.973808389608269
234,IND,2009,0.9459379701979324
235,IND,2010,0.28819449700115374
236,IND,2011,-3.55173102471407
237,IND,2012,-1.6688546197160008
238,IND,2013,-3.698023730985898
239,IND,2014,1.5369549770316373
240,IND,2015,-0.1968830318835897
241,IND,2016,1.7683055945849517
242,IND,2017,-0.7730630625257167
243,JAX,1995,0.18755351104360968
244,JAX,1996,0.9524209175319971
245,JAX,1997,5.079620974180434
246,JAX,1998,-3.9186519914402393
247,JAX,1999,-5.121250457130721
248,JAX,2000,0.0817379100071166
249,JAX,2001,-0.6751122967661659
250,JAX,2002,3.8402070896820257
251,JAX,2003,-1.635958178217251
252,JAX,2004,-1.1006015088639367
253,JAX,2005,0.6303289845630851
254,JAX,2006,0.1676886303051012
255,JAX,2007,-1.9777844139064527
256,JAX,2008,-1.1588046584931597
257,JAX,2009,3.936214752458429
258,JAX,2010,-1.7823265819011234
259,JAX,2011,-4.883497767206143
260,JAX,2012,-2.5536230608680053
261,JAX,2013,-1.0734752243906245
262,JAX,2014,5.877393711347709
263,JAX,2015,-1.9732474388837928
264,JAX,2016,2.4979169989116814
265,JAX,2017,0.8922827562141089
266,HOU,2002,-0.6908668626757175
267,HOU,2003,-0.06750050809545502
268,HOU,2004,-3.2906392385501753
269,HOU,2005,-8.22517301036992
270,HOU,2006,-1.3025692024250564
271,HOU,2007,-1.4023364523401618
272,HOU,2008,-2.1466448500061523
273,HOU,2009,4.754563306251942
274,HOU,2010,-0.7298992970664082
275,HOU,2011,4.23471392808911
276,HOU,2012,-0.35654785595314253
277,HOU,2013,-0.9011671892908504
278,HOU,2014,-1.2527913778927835
279,HOU,2015,-0.6161017406835193
280,HOU,2016,-1.5372283713643327
281,HOU,2017,0.8600576851546233
282,TEN,1990,-1.3345469432837858
283,TEN,1991,0.693078487641877
284,TEN,1992,4.015827240490103
285,TEN,1993,-1.2133957812635614
286,TEN,1994,-0.6583188880705994
287,TEN,1995,-2.2403005271727485
288,TEN,1996,1.6096320792429397
289,TEN,1997,-1.6358929914009486
290,TEN,1998,1.4381813119274953
291,TEN,1999,2.2654498287177662
292,TEN,2000,1.5073990480949264
293,TEN,2001,0.14276477178173913
294,TEN,2002,3.0128176971483787
295,TEN,2003,-2.589549020354019
296,TEN,2004,0.3137292365917368
297,TEN,2005,3.6658227846874785
298,TEN,2006,2.31460490504856
299,TEN,2007,0.8661951305613576
300,TEN,2008,1.3275603862320595
301,TEN,2009,1.057949326098315
302,TEN,2010,-5.2085582159860815
303,TEN,2011,1.8124134640287737
304,TEN,2012,1.1898922418422622
305,TEN,2013,-4.575130236626813
306,TEN,2014,2.699240527958651
307,TEN,2015,-1.5762478702239555
308,TEN,2016,0.6365397348626651
309,TEN,2017,-0.45802521228452864
310,DEN,1990,0.3002206769482624
311,DEN,1991,-1.0595261187031526
312,DEN,1992,-2.7328819517217564
313,DEN,1993,-4.495431668294211
314,DEN,1994,4.034764046531015
315,DEN,1995,1.0792206697087328
316,DEN,1996,-1.236995320548678
317,DEN,1997,0.6222559970917491
318,DEN,1998,3.686432022266952
319,DEN,1999,2.4046947308552267
320,DEN,2000,-3.6915501053874507
321,DEN,2001,0.9281474089834093
322,DEN,2002,3.365317582089249
323,DEN,2003,0.9830251711256561
324,DEN,2004,-5.437471735766503
325,DEN,2005,2.2944077064023456
326,DEN,2006,1.789777096526024
327,DEN,2007,2.21123260240721
328,DEN,2008,0.32808099152928033
329,DEN,2009,-6.775263649560033
330,DEN,2010,0.32207479365749336
331,DEN,2011,4.238627459561436
332,DEN,2012,4.379051206922981
333,DEN,2013,-3.9416303128578214
334,DEN,2014,-0.557601147507331
335,DEN,2015,-0.2972584350182502
336,DEN,2016,-0.12674450096846923
337,DEN,2017,-1.151017835399475
338,KAN,1990,1.249381979991748
339,KAN,1991,-0.49799718525547687
340,KAN,1992,0.32652775975152776
341,KAN,1993,-4.704426618635895
342,KAN,1994,-4.117567624424366
343,KAN,1995,0.10767551132990216
344,KAN,1996,3.085053601090653
345,KAN,1997,-5.103153945260443
346,KAN,1998,1.3996537881031734
347,KAN,1999,-4.49812714449132
348,KAN,2000,-0.1201273699420527
349,KAN,2001,-3.1009401649198214
350,KAN,2002,-6.990109270182555
351,KAN,2003,-1.820300278384182
352,KAN,2004,0.007412991281359638
353,KAN,2005,-2.839832060211799
354,KAN,2006,-1.2351107630789888
355,KAN,2007,-4.2428039940272315
356,KAN,2008,0.3385018415261735
357,KAN,2009,0.9698375239485368
358,KAN,2010,2.3850014768802423
359,KAN,2011,-0.8689867472745362
360,KAN,2012,-3.128419659596885
361,KAN,2013,0.19412471758687955
362,KAN,2014,2.111037414525184
363,KAN,2015,3.348771994403369
364,KAN,2016,0.2509980745973049
365,KAN,2017,0.7917758097941507
366,LAC,1990,1.499072183139021
367,LAC,1991,-1.8539319696426015
368,LAC,1992,-1.8466281752046985
369,LAC,1993,-2.865123218901916
370,LAC,1994,-1.7624699167613649
371,LAC,1995,-3.9774399420343993
372,LAC,1996,-3.023645494920518
373,LAC,1997,-3.492027458399198
374,LAC,1998,-4.036322613967446
375,LAC,1999,-5.862568369029389
376,LAC,2000,-0.501460046644375
377,LAC,2001,1.5734493740590891
378,LAC,2002,0.5509026626569495
379,LAC,2003,-0.33862860865807515
380,LAC,2004,5.262111817760977
381,LAC,2005,1.6924099190454527
382,LAC,2006,2.2415173808077933
383,LAC,2007,4.769186048986982
384,LAC,2008,-4.222435622522637
385,LAC,2009,-2.1817594147918538
386,LAC,2010,-1.499961494997632
387,LAC,2011,2.641222854825119
388,LAC,2012,-0.15450852309090365
389,LAC,2013,2.7667842777446316
390,LAC,2014,-5.4660069766939285
391,LAC,2015,3.119443401618204
392,LAC,2016,-0.2807314072523289
393,LAC,2017,-0.7153199805571997
394,OAK,1990,-2.1799447073394194
395,OAK,1991,0.38290283703916095
396,OAK,1992,-2.497381018815479
397,OAK,1993,-7.018481645227105
398,OAK,1994,-4.405422081769486
399,OAK,1995,-0.615028465883132
400,OAK,1996,0.664714738787749
401,OAK,1997,-0.4689695617027727
402,OAK,1998,2.83568659216796
403,OAK,1999,2.2117220397930146
404,OAK,2000,3.3334042153430805
405,OAK,2001,-4.408307671145589
406,OAK,2002,-2.0532822710052376
407,OAK,2003,-2.5044551070511334
408,OAK,2004,-4.470157397329704
409,OAK,2005,-5.650062235852654
410,OAK,2006,-0.7770952639963912
411,OAK,2007,-3.273074958362321
412,OAK,2008,-3.240234662191928
413,OAK,2009,-3.6201154666774356
414,OAK,2010,0.6468132157808933
415,OAK,2011,0.3078913269711012
416,OAK,2012,-0.07907047553104674
417,OAK,2013,0.6228606645979842
418,OAK,2014,8.104273838609824
419,OAK,2015,-1.4407845609395395
420,OAK,2016,-0.48539987394992024
421,OAK,2017,-0.37948417857851446
422,DAL,1990,5.56093909458284
423,DAL,1991,-1.6414214836329613
424,DAL,1992,0.9142898467949664
425,DAL,1993,4.163093115689889
426,DAL,1994,4.186880940509584
427,DAL,1995,-4.754027075223168
428,DAL,1996,-9.852848856718838
429,DAL,1997,-0.37659508417700926
430,DAL,1998,1.7807884463066759
431,DAL,1999,2.4918363546364417
432,DAL,2000,0.8266596721145444
433,DAL,2001,-2.739300439158981
434,DAL,2002,-2.545443762785281
435,DAL,2003,4.498391370945176
436,DAL,2004,0.9379854215911485
437,DAL,2005,3.998700724870676
438,DAL,2006,-5.520816007368118
439,DAL,2007,0.5596308817291276
440,DAL,2008,8.16728101596057
441,DAL,2009,-4.722750784574486
442,DAL,2010,3.489189674932437
443,DAL,2011,1.9324680210859437
444,DAL,2012,-1.7268699034962007
445,DAL,2013,2.3857458085544723
446,DAL,2014,3.2464672185224615
447,DAL,2015,-1.5604716059573767
448,DAL,2016,3.6966709590823985
449,DAL,2017,-0.316821023658076
450,NYG,1990,1.0248181072801357
451,NYG,1991,2.357680027251153
452,NYG,1992,4.302854138519136
453,NYG,1993,4.775937054605365
454,NYG,1994,1.6521656758402663
455,NYG,1995,-1.096865253201749
456,NYG,1996,10.782604057288845
457,NYG,1997,3.733196317759442
458,NYG,1998,2.877451117340168
459,NYG,1999,-2.423127978072498
460,NYG,2000,4.707717408269779
461,NYG,2001,-5.834612277484316
462,NYG,2002,-4.996922884948266
463,NYG,2003,3.154701468591361
464,NYG,2004,-2.437626878147184
465,NYG,2005,8.217265456521085
466,NYG,2006,-2.571119941508946
467,NYG,2007,6.292458682780629
468,NYG,2008,0.41065470072753285
469,NYG,2009,-2.9547454930678
470,NYG,2010,-4.847411379267819
471,NYG,2011,-2.6418366535377955
472,NYG,2012,-1.9850098348499345
473,NYG,2013,-2.780692426928996
474,NYG,2014,1.4058527272834627
475,NYG,2015,0.6673213635798924
476,NYG,2016,-1.0423610863068473
477,NYG,2017,0.5946365452666028
478,PHI,1990,0.3688858747544015
479,PHI,1991,1.9281071342976948
480,PHI,1992,-2.7967540145096543
481,PHI,1993,-1.7400323634487522
482,PHI,1994,-1.6248840343141064
483,PHI,1995,-4.188860158568411
484,PHI,1996,-3.5797966370778846
485,PHI,1997,2.0248031090660548
486,PHI,1998,0.38677190914758786
487,PHI,1999,-2.487978707327633
488,PHI,2000,-0.6025977893860658
489,PHI,2001,3.214781770747461
490,PHI,2002,6.426553378415372
491,PHI,2003,1.641195064765398
492,PHI,2004,-3.806059296151216
493,PHI,2005,4.134105726992016
494,PHI,2006,1.3015605614228427
495,PHI,2007,-2.0730706226678177
496,PHI,2008,8.124217321288722
497,PHI,2009,5.8920971605190555
498,PHI,2010,-1.5070968552038009
499,PHI,2011,-2.2473021548323198
500,PHI,2012,-1.4447664477119813
501,PHI,2013,2.251595634018877
502,PHI,2014,-3.8051331974606586
503,PHI,2015,-1.2063179054939466
504,PHI,2016,2.8035891666412933
505,PHI,2017,-0.8665983611989072
506,WAS,1990,-3.0566926117348032
507,WAS,1991,4.942217410615124
508,WAS,1992,-2.1409677867247385
509,WAS,1993,2.7854184861251268
510,WAS,1994,2.1221171949045257
511,WAS,1995,-0.7179886944993774
512,WAS,1996,-0.8629109680861075
513,WAS,1997,5.897925981052662
514,WAS,1998,-3.79688056736937
515,WAS,1999,-2.366953103831458
516,WAS,2000,-1.3398281156769543
517,WAS,2001,-0.9232342486014659
518,WAS,2002,0.35734229315628363
519,WAS,2003,5.366769622860468
520,WAS,2004,-0.28812838396212737
521,WAS,2005,-1.155977498756014
522,WAS,2006,5.297850937967058
523,WAS,2007,-6.021940725830215
524,WAS,2008,-6.8141357222358945
525,WAS,2009,-4.505813070956532
526,WAS,2010,-3.395806993827795
527,WAS,2011,-2.9726687881463447
528,WAS,2012,2.9342123554339623
529,WAS,2013,0.20692544889999503
530,WAS,2014,1.8588811853838558
531,WAS,2015,1.4597094523207652
532,WAS,2016,-1.8656994470331052
533,WAS,2017,-0.12708442205731063
534,CHI,1990,-3.0679319645721552
535,CHI,1991,-2.1218351270944944
536,CHI,1992,-2.1422013581065333
537,CHI,1993,1.5401470159949118
538,CHI,1994,3.4723414155252965
539,CHI,1995,-2.404005669320491
540,CHI,1996,1.251231688539354
541,CHI,1997,0.6345895766784821
542,CHI,1998,1.1614788091887776
543,CHI,1999,2.8962865253103454
544,CHI,2000,1.5336437832330114
545,CHI,2001,-1.1585140565233452
546,CHI,2002,-0.31360285924701586
547,CHI,2003,-0.28503456187116133
548,CHI,2004,4.699515388142795
549,CHI,2005,8.778741513123476
550,CHI,2006,-2.868406515895996
551,CHI,2007,1.3843240417746907
552,CHI,2008,-3.2849856986814068
553,CHI,2009,1.7266294338488053
554,CHI,2010,4.744778397684338
555,CHI,2011,-1.028600061487802
556,CHI,2012,-4.036198648584231
557,CHI,2013,5.143019743301569
558,CHI,2014,-1.9598728807701402
559,CHI,2015,-1.7205419155741657
560,CHI,2016,1.0566723638345925
561,CHI,2017,1.2911436004864338
562,DET,1990,2.4444195458669995
563,DET,1991,-1.889105940114053
564,DET,1992,6.787322956372512
565,DET,1993,3.577797675058273
566,DET,1994,-1.9034063506426553
567,DET,1995,7.398628180698395
568,DET,1996,-1.8613375433748707
569,DET,1997,-6.204971591169217
570,DET,1998,-0.8200741894547317
571,DET,1999,1.374142212617523
572,DET,2000,-2.0202309311530264
573,DET,2001,2.1421165876414974
574,DET,2002,-0.23868180848129622
575,DET,2003,-2.2271068214127423
576,DET,2004,0.0017527115909157231
577,DET,2005,-9.707191781081532
578,DET,2006,-3.9983157284175186
579,DET,2007,-1.885747684021643
580,DET,2008,-2.6867328466423235
581,DET,2009,-2.368660793284086
582,DET,2010,6.371686366119712
583,DET,2011,-7.783687055908752
584,DET,2012,-3.29817039117932
585,DET,2013,5.94715604522757
586,DET,2014,-1.2827033014471372
587,DET,2015,-0.8704398408653244
588,DET,2016,1.0517224517936077
589,DET,2017,0.4974904394016517
590,GNB,1990,2.379252781568379
591,GNB,1991,0.4066122332229533
592,GNB,1992,4.9687415527209104
593,GNB,1993,2.535954524724945
594,GNB,1994,0.32342876062234027
595,GNB,1995,0.5485005398627448
596,GNB,1996,-0.024304578334273907
597,GNB,1997,-0.3351475737836067
598,GNB,1998,3.6526367597074314
599,GNB,1999,1.248291144454931
600,GNB,2000,1.6858006356379698
601,GNB,2001,-2.451850782720221
602,GNB,2002,5.048991321626762
603,GNB,2003,-1.6040696984414184
604,GNB,2004,2.907460126642576
605,GNB,2005,-1.8263779364361172
606,GNB,2006,3.710353648447557
607,GNB,2007,7.221551815758416
608,GNB,2008,-0.5631814175363606
609,GNB,2009,5.456763204774516
610,GNB,2010,5.543533571553711
611,GNB,2011,1.3717534441318295
612,GNB,2012,1.4455153102674296
613,GNB,2013,5.498498878413043
614,GNB,2014,1.4770732400575253
615,GNB,2015,0.24171213494113158
616,GNB,2016,0.45478606307646435
617,GNB,2017,-0.19028096985416246
618,MIN,1990,-2.9366039410973594
619,MIN,1991,1.9471762437157845
620,MIN,1992,2.3470520338208676
621,MIN,1993,0.47668843770686725
622,MIN,1994,4.51837706218615
623,MIN,1995,0.10770480952822897
624,MIN,1996,-0.2193794067598104
625,MIN,1997,-2.831872016423519
626,MIN,1998,4.481961848191659
627,MIN,1999,1.7593100715950056
628,MIN,2000,2.256454446816322
629,MIN,2001,-3.8132641443807858
630,MIN,2002,-2.4415497249352387
631,MIN,2003,-0.9515916108511963
632,MIN,2004,-1.3126413968057344
633,MIN,2005,-2.9930641150778676
634,MIN,2006,-2.4533986048386094
635,MIN,2007,4.9049005174477545
636,MIN,2008,2.7470270285591942
637,MIN,2009,-0.9244479505677117
638,MIN,2010,-3.1613998653144764
639,MIN,2011,-1.544296599862546
640,MIN,2012,2.271927751494098
641,MIN,2013,-0.6503206537901729
642,MIN,2014,0.2902118139921154
643,MIN,2015,2.6971589096166926
644,MIN,2016,-3.2066106689816296
645,MIN,2017,0.4833494804486173
646,ATL,1990,-2.1763680626492135
647,ATL,1991,4.639857552952152
648,ATL,1992,-2.9793537845891755
649,ATL,1993,-3.5407144871207366
650,ATL,1994,-6.150074870079568
651,ATL,1995,4.631510213071338
652,ATL,1996,0.26305428947402465
653,ATL,1997,-0.773362626150582
654,ATL,1998,1.6325977098465623
655,ATL,1999,0.5097825854966294
656,ATL,2000,2.811491422095267
657,ATL,2001,1.12462282441912
658,ATL,2002,-5.114439136097512
659,ATL,2003,-8.417230705686887
660,ATL,2004,3.6542512437893637
661,ATL,2005,9.755297739810898
662,ATL,2006,-2.0255478648345555
663,ATL,2007,2.4703139699670773
664,ATL,2008,0.5771830597407575
665,ATL,2009,0.10704417840914449
666,ATL,2010,1.2234261749637771
667,ATL,2011,4.327001957295582
668,ATL,2012,-3.8526170137926705
669,ATL,2013,0.12642715719011915
670,ATL,2014,1.1936407481563494
671,ATL,2015,1.4344099673094737
672,ATL,2016,4.153799353560172
673,ATL,2017,-1.0647645899984866
674,CAR,1995,1.5461943690179751
675,CAR,1996,-0.6990193457737639
676,CAR,1997,-4.064375821145963
677,CAR,1998,-5.67513616359965
678,CAR,1999,6.588898916496971
679,CAR,2000,4.526601857213246
680,CAR,2001,3.012640445746425
681,CAR,2002,-0.8310072324963842
682,CAR,2003,-3.550332181466361
683,CAR,2004,4.425194081408255
684,CAR,2005,3.0829704533616122
685,CAR,2006,9.095185575754174
686,CAR,2007,-1.6387033116439795
687,CAR,2008,2.698871063716134
688,CAR,2009,-4.136021387196417
689,CAR,2010,0.8964066953856271
690,CAR,2011,-5.7830371966483805
691,CAR,2012,1.2608545225506387
692,CAR,2013,3.5772783236052796
693,CAR,2014,3.6226312028866112
694,CAR,2015,2.953392391731303
695,CAR,2016,0.00985828129484272
696,CAR,2017,0.049045327613914606
697,NOR,1990,-1.3147288674592257
698,NOR,1991,-0.8566145689977299
699,NOR,1992,-1.6905016081948885
700,NOR,1993,-1.2341366842927814
701,NOR,1994,3.8717947324959425
702,NOR,1995,-7.439652015432283
703,NOR,1996,0.00013371341148280536
704,NOR,1997,-6.94219175559321
705,NOR,1998,-0.7427257060164366
706,NOR,1999,-9.349546343597325
707,NOR,2000,2.917957907767952
708,NOR,2001,-2.6913422510910925
709,NOR,2002,-1.8820050454584063
710,NOR,2003,-5.282776865299744
711,NOR,2004,0.1929153160070022
712,NOR,2005,-4.057380239798544
713,NOR,2006,5.959825140016711
714,NOR,2007,-3.0543042982592996
715,NOR,2008,3.6584228493677835
716,NOR,2009,0.06614780200472659
717,NOR,2010,3.728520793285656
718,NOR,2011,3.0180390276883515
719,NOR,2012,3.069484717830561
720,NOR,2013,4.463807988284462
721,NOR,2014,-3.931133539039203
722,NOR,2015,-2.017135559802769
723,NOR,2016,2.411597531943391
724,NOR,2017,2.8809061085433143
725,TAM,1990,-3.4194078663861474
726,TAM,1991,-0.4722398787651062
727,TAM,1992,2.0336987161693885
728,TAM,1993,-1.0942368738484602
729,TAM,1994,3.265529537123973
730,TAM,1995,3.1368937388472182
731,TAM,1996,2.3488342330200034
732,TAM,1997,-0.004615806938603218
733,TAM,1998,-4.957913700676959
734,TAM,1999,-0.4133050800579884
735,TAM,2000,2.599101504209584
736,TAM,2001,-3.0160676581853716
737,TAM,2002,-1.2431675370235822
738,TAM,2003,1.9506009462320861
739,TAM,2004,-4.5548205519464
740,TAM,2005,-2.7812187393994443
741,TAM,2006,-5.787391228441026
742,TAM,2007,-0.7384120007736525
743,TAM,2008,2.807241647085909
744,TAM,2009,3.7289991577283144
745,TAM,2010,-5.43461863868967
746,TAM,2011,-1.692240957501508
747,TAM,2012,2.39303865575089
748,TAM,2013,0.2787686626556279
749,TAM,2014,-0.608574745667894
750,TAM,2015,5.642288185781657
751,TAM,2016,-3.176480583918696
752,TAM,2017,-0.013320416960457307
753,ARI,1990,2.8353819646035583
754,ARI,1991,-2.5085238566910766
755,ARI,1992,-0.04295432546265079
756,ARI,1993,-5.126237912810222
757,ARI,1994,5.100452164765171
758,ARI,1995,1.3627954496084351
759,ARI,1996,-1.4356803534793912
760,ARI,1997,2.6009705656425903
761,ARI,1998,2.123430069200431
762,ARI,1999,-3.6428064306263774
763,ARI,2000,-0.15850670325319122
764,ARI,2001,4.92377787466072
765,ARI,2002,-3.008658432478241
766,ARI,2003,6.353584362780694
767,ARI,2004,6.073263990502277
768,ARI,2005,-4.704154304075223
769,ARI,2006,-5.371626839443965
770,ARI,2007,2.9567963183612065
771,ARI,2008,2.294488775114543
772,ARI,2009,-1.6328616793297799
